ds,y,moving_avg
2018-10-30,50.633155822753906,51.11883544921875
2018-10-31,51.9529914855957,51.297821044921875
2018-11-01,52.750579833984375,51.41271133422852
2018-11-02,49.2515983581543,50.99397201538086
2018-11-05,47.85343933105469,50.4883529663086
2018-11-06,48.370933532714844,50.03590850830078
2018-11-07,49.83793640136719,49.61289749145508
2018-11-08,49.66404342651367,48.99559020996094
2018-11-09,48.706451416015625,48.8865608215332
2018-11-12,46.25290298461914,48.566453552246095
2018-11-13,45.790775299072266,48.05042190551758
2018-11-14,44.497314453125,46.98229751586914
2018-11-15,45.595458984375,46.16858062744141
2018-11-16,46.10044479370117,45.647379302978514
2018-11-19,44.27340316772461,45.25147933959961
2018-11-20,42.15810775756836,44.52494583129883
2018-11-21,42.11045455932617,44.04757385253906
2018-11-23,41.04090881347656,43.136663818359374
2018-11-26,41.59592819213867,42.23576049804687
2018-11-27,41.50541305541992,41.68216247558594
2018-11-28,43.101409912109375,41.87082290649414
2018-11-29,42.770301818847656,42.00279235839844
2018-11-30,42.53923797607422,42.30245819091797
2018-12-03,44.02565002441406,42.78840255737305
2018-12-04,42.08902359008789,42.90512466430664
2018-12-06,41.6197509765625,42.60879287719727
2018-12-07,40.13572692871094,42.081877899169925
2018-12-10,40.40013122558594,41.654056549072266
2018-12-11,40.1690559387207,40.882737731933595
2018-12-12,40.28102111816406,40.52113723754883
2018-12-13,40.72169494628906,40.34152603149414
2018-12-14,39.418704986572266,40.19812164306641
2018-12-17,39.0518684387207,39.92846908569336
2018-12-18,39.559242248535156,39.80650634765625
2018-12-19,38.32533264160156,39.41536865234375
2018-12-20,37.35820770263672,38.742671203613284
2018-12-21,35.90513610839844,38.039957427978514
2018-12-24,34.97611999511719,37.22480773925781
2018-12-26,37.43919372558594,36.80079803466797
2018-12-27,37.196231842041016,36.57497787475586
2018-12-28,37.21527862548828,36.54639205932617
2018-12-31,37.57497787475586,36.88036041259765
2019-01-02,37.61785125732422,37.40870666503906
2019-01-03,33.87083053588867,36.69503402709961
2019-01-04,35.31675720214844,36.319139099121095
2019-01-07,35.2381477355957,35.92371292114258
2019-01-08,35.90989685058594,35.59069671630859
2019-01-09,36.51971435546875,35.3710693359375
2019-01-10,36.63642883300781,35.92418899536133
2019-01-11,36.276737213134766,36.11618499755859
2019-01-14,35.731239318847656,36.214803314208986
2019-01-15,36.462547302246094,36.32533340454101
2019-01-16,36.907997131347656,36.4029899597168
2019-01-17,37.12713623046875,36.50113143920898
2019-01-18,37.35582733154297,36.716949462890625
2019-01-22,36.51734161376953,36.874169921875
2019-01-23,36.665035247802734,36.91466751098633
2019-01-24,36.37440490722656,36.80794906616211
