ds,y,moving_avg,yhat,yhat_lower,yhat_upper
2016-04-06,25.206745147705078,25.02818908691406,174.66542811515902,172.92277658134358,176.47860349573017
2016-04-07,24.65699005126953,25.007743072509765,174.60718996899604,172.90279907347866,176.33907117971313
2016-04-08,24.68425750732422,24.94731674194336,174.4967483724255,172.81012842784477,176.17289570525227
2016-04-11,24.76603889465332,24.85190544128418,174.60665276637366,172.91529617275384,176.36051898841563
2016-04-12,25.088621139526367,24.880530548095702,174.62319062258024,172.90942601808698,176.30709073672014
2016-04-13,25.452091217041016,24.92959976196289,174.63347711834666,172.98353529916804,176.48602351872245
2016-04-14,25.46571922302246,25.091345596313477,174.54253059491631,172.65366712267573,176.2459532132484
2016-04-15,24.95458221435547,25.145410537719727,174.4009644842985,172.71257246991564,176.04497424471006
2016-04-18,24.416194915771484,25.075441741943358,174.43187585904533,172.66428376670257,176.2103826709618
2016-04-19,24.28670883178711,24.915059280395507,174.42823282961353,172.73559189698318,176.13587297203688
2016-04-20,24.336687088012695,24.691978454589844,174.42192813803632,172.600250644696,176.2557879586433
2016-04-21,24.073165893554688,24.413467788696288,174.31817784266235,172.53684387505825,176.0539798265731
2016-04-22,24.007287979125977,24.22400894165039,174.1677138599952,172.44009277353786,175.82525832754223
2016-04-25,23.870990753173828,24.11496810913086,174.19535256979907,172.31956206836577,175.93001228131442
2016-04-26,23.705154418945312,23.9986572265625,174.19803515463047,172.3675946351328,175.95121691860408
2016-04-27,22.221736907958984,23.57566719055176,174.2013916419862,172.51300719041248,176.05243942426415
2016-04-28,21.542499542236328,23.069533920288087,174.1103217337923,172.31128924015806,175.8410410083876
2016-04-29,21.294885635375977,22.527053451538087,173.97519084423018,172.26713774082924,175.76446964648704
2016-05-02,21.27216148376465,22.00728759765625,174.0605375596905,172.3669611695558,175.71409178953581
2016-05-03,21.622011184692383,21.590658950805665,174.08485085848616,172.35450220476687,175.79877131704686
2016-05-04,21.397113800048828,21.425734329223634,174.1102669484388,172.35183317171058,175.75642885563653
2016-05-05,21.310256958007812,21.37928581237793,174.04123844391478,172.36903463423718,175.74642466441878
2016-05-06,21.1914119720459,21.358591079711914,173.92770711405953,172.1584547553584,175.7397253884852
2016-05-09,21.207414627075195,21.345641708374025,174.07149851006648,172.4157311379897,175.81119647297595
2016-05-10,21.351402282714844,21.291519927978516,174.1121665614408,172.42754960301596,175.96449140513286
